region,subregion,country,city,stationId,pm10Mean,pm10Year,pm10Converted,pm10ConvertedNote,pm10ConvertedAlert,pm2.5Mean,pm2.5Year,pm2.5Converted,pm2.5ConvertedNote,pm2.5ConvertedAlert,temporalCoverage,dataCoverageAlertPM10,dataCoverageAlertPM2.5,Number and type of monitoring stations (PM10),Number and type of monitoring stations (PM2.5),Reference
European Region,Eur HI,Italy,Torgiano,1643,17,2013,,,,12,2013,,,,,,,"1 station, background, rural","1 station, background, rural","European Environment Agency, Air quality e-reporting database"
European Region,Eur HI,Italy,Torino,1644,39,2013,,,,26,2013,,,,,,,"2 stations, background, urban",-,"European Environment Agency, Air quality e-reporting database"
European Region,Eur HI,Italy,Trento,1645,24,2013,,,,16,2013,,,,,,,"2 stations, background, urban","2 stations, background, urban","European Environment Agency, Air quality e-reporting database"
European Region,Eur HI,Italy,Treviglio,1646,35,2013,,,,23,2013,,,,,,,"1 station, traffic, urban",-,"European Environment Agency, Air quality e-reporting database"
European Region,Eur HI,Italy,Treviso,1647,34,2013,,,,23,2013,,,,,,,"1 station, background, urban","1 station, background, urban","European Environment Agency, Air quality e-reporting database"
European Region,Eur HI,Italy,Trieste,1648,22,2013,,,,15,2013,,,,,,,"4 stations, background urban, industrial, suburban","1 station, traffic urban","European Environment Agency, Air quality e-reporting database"
European Region,Eur HI,Italy,Trivero,1649,16,2013,,,,11,2013,,,,,,,"1 station, background, suburban","1 station, background, suburban","European Environment Agency, Air quality e-reporting database"
European Region,Eur HI,Italy,Turbigo,1650,28,2013,,,,19,2013,,,,,,,"1 station, background, urban",-,"European Environment Agency, Air quality e-reporting database"
European Region,Eur HI,Italy,Udine,1651,23,2013,,,,16,2013,,,,,,,"1 station, background, urban","1 station, background, urban","European Environment Agency, Air quality e-reporting database"
European Region,Eur HI,Italy,Vado Ligure,1652,22,2013,,,,15,2013,,,,,,,"1 station, traffic, urban","1 station, traffic, urban","European Environment Agency, Air quality e-reporting database"
European Region,Eur HI,Italy,Valmadrera,1653,24,2013,,,,16,2013,,,,,,,"1 station, background, suburban",-,"European Environment Agency, Air quality e-reporting database"
European Region,Eur HI,Italy,Varese,1654,28,2013,,,,22,2013,,,,,,,"1 station, traffic, urban","1 station, traffic, urban","European Environment Agency, Air quality e-reporting database"
European Region,Eur HI,Italy,Venafro,1655,33,2013,,,,22,2013,,,,,,,"1 station, background, urban",-,"European Environment Agency, Air quality e-reporting database"
European Region,Eur HI,Italy,Venezia,1656,32,2013,,,,25,2013,,,,,,,"4 stations, background, urban","2 stations, background, urban","European Environment Agency, Air quality e-reporting database"
European Region,Eur HI,Italy,Verbania,1657,17,2013,,,,12,2013,,,,,,,"1 station, background, urban","1 station, background, urban","European Environment Agency, Air quality e-reporting database"
European Region,Eur HI,Italy,Vercelli,1658,33,2013,,,,23,2013,,,,,,,"2 stations, traffic, urban","1 station, traffic, urban","European Environment Agency, Air quality e-reporting database"
European Region,Eur HI,Italy,Verona,1659,34,2013,,,,21,2013,,,,,,,"2 stations, traffic, urban","1 station, traffic, urban","European Environment Agency, Air quality e-reporting database"
European Region,Eur HI,Italy,Verucchio,1660,19,2013,,,,12,2013,,,,,,,"1 station, background, suburban",-,"European Environment Agency, Air quality e-reporting database"
European Region,Eur HI,Italy,Vezzano,1661,8,2013,,,,5,2013,,,,,,,"1 station, background, rural",-,"European Environment Agency, Air quality e-reporting database"
European Region,Eur HI,Italy,Viareggio,1662,27,2013,,,,18,2013,,,,,,,"1 station, background, urban",-,"European Environment Agency, Air quality e-reporting database"
European Region,Eur HI,Italy,Vicenza,1663,36,2013,,,,27,2013,,,,,,,"2 stations, background, urban","1 station, background, urban","European Environment Agency, Air quality e-reporting database"
European Region,Eur HI,Italy,Villa Minozzo,1664,8,2013,,,,5,2013,,,,,,,"1 station, background, rural",-,"European Environment Agency, Air quality e-reporting database"
European Region,Eur HI,Italy,Vinchio,1665,29,2013,,,,20,2013,,,,,,,"1 station, background, rural","1 station, background, rural","European Environment Agency, Air quality e-reporting database"
European Region,Eur HI,Italy,Viterbo,1666,19,2013,,,,11,2013,,,,,,,"1 station, traffic, urban","1 station, traffic, urban","European Environment Agency, Air quality e-reporting database"
European Region,Eur HI,Italy,Voghera,1667,27,2013,,,,18,2013,,,,,,,"1 station, background, urban",-,"European Environment Agency, Air quality e-reporting database"
Region of the Americas,Amr LMI,Jamaica,Kingston,1668,48,2012,,,,26,2012,,,,,,,"10 stations, NA",-,"The annual ambient air quality report 2012, National Environment and Planning agency"
Region of the Americas,Amr LMI,Jamaica,Northern St. Catherine,1669,24,2012,,,,13,2012,,,,,,,"3 stations, NA",-,"The annual ambient air quality report 2012, National Environment and Planning agency"
Region of the Americas,Amr LMI,Jamaica,"Old Harbour Plains, St. Catherine",1670,34,2012,,,,18,2012,,,,,,,"3 stations, NA",-,"The annual ambient air quality report 2012, National Environment and Planning agency"
Region of the Americas,Amr LMI,Jamaica,Portmore,1671,54,2012,,,,29,2012,,,,,,,"1 station, NA",-,"The annual ambient air quality report 2012, National Environment and Planning agency"
Region of the Americas,Amr LMI,Jamaica,South Eastern Manchester,1672,25,2012,,,,14,2012,,,,,,,"4 stations, NA",-,"The annual ambient air quality report 2012, National Environment and Planning agency"
Region of the Americas,Amr LMI,Jamaica,Clarendon,1673,42,2012,,,,23,2012,,,,,,,"2 stations, NA",-,"The annual ambient air quality report 2012, National Environment and Planning agency"
Western Pacific Region,Wpr HI,Japan,Fukuoka City,1674,35,2012,Yes,converted from PM2.5,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",19,2012,Yes,converted from PM2.5,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",,,,-,"4 stations, sub-urban",Status of Air Pollution
Western Pacific Region,Wpr HI,Japan,Gifu City,1675,26,2012,Yes,converted from PM2.5,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",14,2012,Yes,converted from PM2.5,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",,,,-,"2 stations, rural",Status of Air Pollution
Western Pacific Region,Wpr HI,Japan,Hachioji City,1676,24,2012,Yes,converted from PM2.5,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",13,2012,Yes,converted from PM2.5,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",,,,-,"2 stations, sub-urban",Status of Air Pollution
Western Pacific Region,Wpr HI,Japan,Kagoshima City,1677,35,2012,Yes,converted from PM2.5,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",18,2012,Yes,converted from PM2.5,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",,,,-,"2 stations, rural",Status of Air Pollution
Western Pacific Region,Wpr HI,Japan,Kyoto City,1678,28,2012,Yes,converted from PM2.5,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",15,2012,Yes,converted from PM2.5,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",,,,-,"3 stations, sub-urban",Status of Air Pollution
Western Pacific Region,Wpr HI,Japan,Nagoya City,1679,30,2012,Yes,converted from PM2.5,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",16,2012,Yes,converted from PM2.5,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",,,,-,"4 stations, urban",Status of Air Pollution
Western Pacific Region,Wpr HI,Japan,Niigata City,1680,24,2012,Yes,converted from PM2.5,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",13,2012,Yes,converted from PM2.5,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",,,,-,"2 stations, rural",Status of Air Pollution
Western Pacific Region,Wpr HI,Japan,Okayama City,1681,31,2012,Yes,converted from PM2.5,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",17,2012,Yes,converted from PM2.5,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",,,,-,"2 stations, sub-urban",Status of Air Pollution
Western Pacific Region,Wpr HI,Japan,Okinawa City,1682,28,2012,Yes,converted from PM2.5,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",15,2012,Yes,converted from PM2.5,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",,,,-,"1 station, rural",Status of Air Pollution
Western Pacific Region,Wpr HI,Japan,Osaka City,1683,32,2012,Yes,converted from PM2.5,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",17,2012,Yes,converted from PM2.5,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",,,,-,"5 stations, urban",Status of Air Pollution
Western Pacific Region,Wpr HI,Japan,Sapporo City,1684,19,2012,Yes,converted from PM2.5,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",10,2012,Yes,converted from PM2.5,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",,,,-,"2 stations, rural",Status of Air Pollution
Western Pacific Region,Wpr HI,Japan,Sendai City,1685,22,2012,Yes,converted from PM2.5,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",12,2012,Yes,converted from PM2.5,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",,,,-,"1 station, sub-urban",Status of Air Pollution
Western Pacific Region,Wpr HI,Japan,Shizuoka City,1686,22,2012,Yes,converted from PM2.5,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",12,2012,Yes,converted from PM2.5,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",,,,-,"4 stations, sub-urban",Status of Air Pollution
Western Pacific Region,Wpr HI,Japan,Tokyo,1687,28,2012,Yes,converted from PM2.5,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",15,2012,Yes,converted from PM2.5,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",,,,-,"18 stations, urban",Status of Air Pollution
Western Pacific Region,Wpr HI,Japan,Yokohama City,1688,29,2012,Yes,converted from PM2.5,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",15,2012,Yes,converted from PM2.5,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",,,,-,"3 stations, urban",Status of Air Pollution
Eastern Mediterranean Region,Emr LMI,Jordan,Al-Karak,1689,45,2015,Yes,converted from PM2.5,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",19,2015,Yes,converted from PM2.5,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",,,,-,"1 station, industrial ?","Ministry of Environment, Environmental Monitoring and Assessment Directorate"
Eastern Mediterranean Region,Emr LMI,Jordan,Al-Zarqa',1690,128,2015,,,,54,2015,,,,,,,"3 stations, residential",-,"Ministry of Environment, Environmental Monitoring and Assessment Directorate"
Eastern Mediterranean Region,Emr LMI,Jordan,Amman,1691,68,2015,,,,36,2015,,,,,,,"5 stations, commercial","1 station, commercial","Ministry of Environment, Environmental Monitoring and Assessment Directorate"
Eastern Mediterranean Region,Emr LMI,Jordan,Irbid,1692,69,2015,,,,23,2015,,,,,,,"2 stations, residential/commercial","1 station, residential/commercial","Ministry of Environment, Environmental Monitoring and Assessment Directorate"
African Region,Afr,Kenya,Nairobi,1693,33,2009,Yes,converted from PM2.5,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",17,2009,Yes,converted from PM2.5,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",,,,-,"2 stations, suburban background","Gaita et al (2014), Atmos Chem Phys, 14. Source apportionment and seasonal variation of PM2.5 in a Sub-Saharan African city : Nairobi, Kenya"
